reviewer,title,paper_id,inclusion_IAM,extent,location,biome,discipline,concerns,notes1,notes2,projected,observed,new_data,huc6,topic
mf,"changes in patterns of streamflow from unregulated watersheds in idaho, western wyoming, and northern nevada.",593,impacts,40000 km2 - PNW,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),hydrology,NA,NA,NA,no,yes,no,"0401, 0101, 0102, 0103, 0603, 0601, 0602, 0502, 0501, 0401, 0402","precipitation, streamflow/stream forecasting, water quantity, community resilience"
sh,forest health and climate change: a british columbia perspective.,594,impacts,40000 km2 - PNW,na/not appropriate for point data,forest: temperate,forestry,NA,NA,NA,no,no,no,"kooteney, okanagan, columbia","temperature, precipitation, snow, water quantity, species invasion, pests and disease, species range shifts, entomology, forest ecology, soils, policy, management, natural disasters"
am,decline of planted lodgepole pine in the southern interior of british columbia.,595,impacts,25000 - 40000 km2,"this study includes a case study map with more than 5 study locations over large extent, na/not appropriate for point data",forest: temperate,forestry,NA,NA,NA,no,yes,yes,"kooteney, okanagan, columbia","temperature, precipitation, species range shifts, forest ecology, pests and disease, timber production/silviculture, management"
mf,striving for sustainability and resilience in the face of unprecedented change: the case of the mountain pine beetle outbreak in british columbia.,596,adaptation,40000 km2 - PNW,na/not appropriate for point data,forest: temperate,forestry,NA,NA,NA,no,no,no,"kooteney, okanagan, columbia","pests and disease, timber production/silviculture, forest ecology, policy, management"
sh,climatic variability regulates the occurrence and extent of large fires in the subalpine forests of the canadian rockies.,598,impacts,1500 - 2500 km2,na/not appropriate for point data,forest: temperate,biology/ecology,not totally sure this is about climate change.,NA,NA,no,no,no,"0101, kooteney","temperature, precipitation, climate oscillations, wildfire"
pe,global weirding in british columbia: climate change and the habitat of terrestrial vertebrates.,599,adaptation,40000 km2 - PNW,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),biology/ecology,NA,NA,NA,no,no,no,"kooteney, okanagan, columbia","temperature, precipitation, snow, streamflow/stream forecasting, water quantity, salmon/anadromous fish, aquatic habitat, terrestrial wildlife, species range shifts, policy, management"
AM,Groundwater dynamics mediate low-flow response to global warming in snow-dominated alpine regions,6,impacts,1 - 100 km2,"44.3688436,-122.5568598",alpine/tundra,hydrology,NA,NA,NA,yes,no,no,0900,"temperature, snow, streamflow/stream forecasting, groundwater"
DH,Elevational shifts in thermal suitability for mountain pine beetle population growth in a changing climate,60,impacts,40000 km2 - PNW,"Idaho, Montana",forest: temperate,"forestry, biology/ecology",NA,NA,NA,yes,yes,no,"0101, 0102, 0103, 0401, 0402, 0501, 0601, 0602, 0603","temperature, precipitation, snow, water quantity, species invasion, pests and disease, species range shifts, forest ecology, management, timber production/silviculture, forest ecology"
am,standardized occupancy maps for selected wildlife in central british columbia.,600,impacts,40000 km2 - PNW,na/not appropriate for point data,"alpine/tundra, grassland: temperate, forest: temperate",biology/ecology,NA,"figure 1 is sort of an interesting conceptual model of species occurrence probability; we could point to it as a strategy for interdisciplinary synthesis, or consider trying to develop something similar.",NA,yes,no,no,"kooteney, okanagan, columbia","temperature, precipitation, snow, terrestrial wildlife, pests and disease, species range shifts, forest ecology, policy, management"
sh,climate change and western public lands: a survey of u.s. federal land managers on the status of adaptation efforts.,602,adaptation,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),policy or management,NA,NA,NA,no,no,yes,0401,"attitudes and beliefs, policy, management, land use/land cover"
sh,"sensitivity of berry productivity to climatic variation in the cabinet-yaak grizzly bear recovery zone, northwest united states, 1989-2010.",603,impacts,1500 - 2500 km2,"cabinet–yaak grizzly bear recovery zone; 48.829387, -115.502666",forest: temperate,biology/ecology,NA,NA,NA,no,no,yes,0101,"temperature, precipitation, terrestrial wildlife, forest ecology, species range shifts"
sh,wood microsites at timberline-alpine meadow borders: implications for conifer seedling regeneration and alpine meadow conifer invasion.,604,impacts,100 - 1500 km2,na/not appropriate for point data,"grassland: temperate, forest: temperate, alpine/tundra",policy or management,NA,NA,NA,no,no,yes,0200,"temperature, precipitation, snow, water quantity, species invasion, wildfire, species range shifts, forest ecology, soils, management"
am,biodiversity indicators show climate change will alter vegetation in parks and protected areas.,605,impacts,pacific northwest,study includes one case study point in the crb and many others across the country or international,"alpine/tundra, forest: temperate",biology/ecology,NA,NA,NA,yes,no,no,"kooteney, okanagan, columbia","temperature, precipitation, forest ecology, terrestrial wildlife"
sh,restoring salmon habitat for a changing climate,606,adaptation,pacific northwest,na/not appropriate for point data,freshwater: streams and rivers,biology/ecology,NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, salmon/anadromous fish, policy, management"
sh,climate change opportunities for idaho's irrigation supply and deliveries.,607,adaptation,25000 - 40000 km2,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),policy or management,NA,NA,NA,yes,no,no,0402,"temperature, precipitation, snow, agriculture, policy, management, streamflow/stream forecasting, water quantity"
sh,climate change and stream temperature projections in the columbia river basin: habitat implications of spatial variation in hydrologic drivers.,608,impacts,40000 km2 - PNW,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),biology/ecology,NA,NA,NA,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, groundwater, water quality, water quantity, salmon/anadromous fish, non-anadromous fish, aquatic habitat"
pe,climate-moderated responses to wildfire by macroinvertebrates and basal food resources in montane wilderness streams.,609,impacts,1500 - 2500 km2,"45.1271301,-115.341789","forest: temperate, freshwater: streams and rivers",biology/ecology,NA,NA,NA,no,no,yes,0602,"temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, aquatic habitat, salmon/anadromous fish, non-anadromous fish, entomology, wildfire, management"
CMC,"Analysis of long-term weather, snow, and avalanche data at Glacier National Park, B.C., Canada",61,impacts,1500 - 25000 km2,"51.301050, -117.524327",alpine/tundra,engineering,NA,NA,NA,no,yes,no,columbia,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, policy, management, snow"
am,genetic diversity is related to climatic variation and vulnerability in threatened bull trout.,610,impacts,40000 km2 - PNW,na/not appropriate for point data,freshwater: streams and rivers,"biology/ecology, ecology",NA,NA,NA,yes,no,yes,"0102, 0103, 0200, 0300, 0501, 0502, 0602, 0603, 0701, 0702, 0703","temperature, precipitation, non-anadromous fish, streamflow/stream forecasting, non-anadromous fish, aquatic habitat"
sh,floodplain forest succession reveals fluvial processes: a hydrogeomorphic model for temperate riparian woodlands.,611,impacts,25000 - 40000 km2,"kootenai river; 48.8246346,-115.7283573; kootenay r; 49.8033724,-118.7190788; elk river bc; 49.5289486,-117.2779186; flathead river; 49.1314331,-114.5112932",forest: temperate,"hydrology, biology/ecology",NA,NA,NA,no,no,no,"0101, 0102, kooteney","precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, aquatic habitat, forest ecology"
sh,"floristic similarity, diversity and endemism as indicators of refugia characteristics and needs in the west.",613,impacts,western us,na/not appropriate for point data,alpine/tundra,biology/ecology,NA,NA,NA,no,no,no,"kooteney, okanagan, columbia, 0101, 0102, 0103, 0604, 0602, 0401, 0402","temperature, precipitation, species range shifts, soils, botany"
sh,the cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century.,614,adaptation,40000 km2 - PNW,na/not appropriate for point data,freshwater: streams and rivers,biology/ecology,NA,NA,NA,yes,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat, species invasion, species range shifts, management"
mf,"non-stationary temporal response of mountain hemlock growth to climatic variability in the north cascade range, washington, usa.",615,impacts,25000 - 40000 km2,"minotaur lake, 47.8463916,-121.0402807; easy pass washington, 48.5879035,-120.8050887",forest: temperate,"meteorology and climatology, forestry",NA,NA,NA,no,yes,yes,"0200, 0300","temperature, precipitation, snow, climate oscillations, water quantity, species range shifts, forest ecology, dendrochronology"
am,assessing the impacts of projected climate change on biodiversity in the protected areas of western north america.,616,impacts,western us,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),biology/ecology,NA,NA,"protected areas expected to experience the least change are at low
elevations near the coast and throughout the coastal mountains, whereas areas expected to experience the
most change are found at higher elevations in the rocky mountains and great basin regions. the resulting
spatial variation in these impact measures underscores the importance of developing appropriate, locationspecific,
climate-adaptation strategies in response to disparate trends in future environmental change.",yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, terrestrial wildlife, snow, species range shifts, forest ecology, management"
am,"linkages between hydrological drought, climate indices and human activities: a case study in the columbia river basin.",618,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),hydrology,NA,NA,NA,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, snow, climate oscillations, streamflow/stream forecasting, water quantity, management"
sh,relative importance of climate and mountain pine beetle outbreaks on the occurrence of large wildfires in the western usa.,619,impacts,western us,na/not appropriate for point data,forest: temperate,"forestry, biology/ecology",NA,NA,NA,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, pests and disease, species range shifts, wildfire, forest ecology"
