Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation? If the answer is ""None of these,"" leave the rest of the answers blank.","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,"Select at least one option every time. Which HUC 6 watershed(s) did the study take place? IF it includes a whole state select the state, IF it includes ALL of the watersheds within the CRB select the appropriate box (US. vs. Canada vs. both). IF it is all of one state and part of another, select the whole state and then select the individual HUC6s from the other state. See codebook.","Enter place name and GPS points if they are easily identifiable (e.g., study includes point data). Separate multiple points with a semi-colon. See codebook for format details. Example: Wallowa Mountains; 45.180 , -117.480; Yellowstone National Park; 44.584418,-111.0758737",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
7/9/2018 10:44:16,AM,Human-induced modifications to land surface fluxes and their implications on water management under past and future climate change conditions.,554,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0402 - Upper Snake, 0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.), 0602 - Salmon (includes Bitterroot Mt.s)",NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, Agriculture, Climate feedbacks",NA,NA,NA,No
5/10/2018 8:44:37,SH,Human-induced modifications to land surface fluxes and their implications on water management under past and future climate change conditions.,554,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","0401 - Snake headwaters (Yellowstone NP and Tetons NP), 0402 - Upper Snake, 0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.), 0502 - Middle Snake - Powder, 0601 - Lower Snake",NA/Not appropriate for point data,NA,"Meteorology and Climatology, Forestry, Policy or management","Temperature, Precipitation, Streamflow/stream forecasting, Groundwater, Water quantity, Management",NA,NA,NA,No
5/8/2018 15:42:48,MF,"Annual and decadal climate forcing of historical fire regimes in the interior Pacific Northwest, USA",555,Impacts,No,Yes,Forest: temperate,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","0200 - Upper Columbia, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes",This study includes a case study map with more than 5 study locations over large extent,NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Climate Oscilations (ENSO, PDO), Wildfire, Forest Ecology, Dendrochronology",NA,NA,NA,NA
5/3/2018 18:23:10,AM,"Annual and decadal climate forcing of historical fire regimes in the interior Pacific Northwest, USA",555,Impacts,No,No,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)","0502 - Middle Snake - Powder, 0601 - Lower Snake","Tucannon River; 46.4708575,-118.0869354; Imnaha River; 45.1035491,-117.1103902; Baker River; 44.8387601,-117.8420278",NA,"Forestry, Ecology","Temperature, Precipitation, Climate Oscilations (ENSO, PDO), Wildfire, Dendrochronology",NA,NA,NA,Yes
6/18/2018 12:25:43,PE,Hydroclimate of the Western United States Based on Observations and Regional Climate Simulation of 1981-2000. Part II: Mesoscale ENSO Anomalies,556,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","0200 - Upper Columbia, 0300 - Yakima, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0900 - Willamette (HJ Andrews Experimental Forest)",NA,NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting, Water quantity",NA,NA,NA,No
6/11/2018 14:15:37,SH,Hydroclimate of the Western United States Based on Observations and Regional Climate Simulation of 1981-2000. Part II: Mesoscale ENSO Anomalies,556,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation, Climate Oscilations (ENSO, PDO)",NA,NA,NA,No
5/4/2018 16:50:09,SH,Statistical Precipitation Downscaling over the Northwestern United States Using Numerically Simulated Precipitation as a Predictor,557,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,NA,NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation",I couldn't decide if this is about prediction or not.,NA,NA,No
4/30/2018 12:47:26,AM,Statistical Precipitation Downscaling over the Northwestern United States Using Numerically Simulated Precipitation as a Predictor,557,Impacts,No,No,N/A (not biome specific or all biomes - see codebook),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","All Washington, All Oregon",NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation",NA,NA,NA,No
5/25/2018 11:47:33,SH,Twentieth-Century Sea Surface Temperature Patterns in the Pacific during Decadal Moisture Regimes over the United States,558,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2018 16:51:04,MF,Twentieth-Century Sea Surface Temperature Patterns in the Pacific during Decadal Moisture Regimes over the United States,558,Not mountainous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2018 16:12:11,MF,Understanding Controls on Historical River Discharge in the World's Largest Drainage Basins,559,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","All CRB, both US and Canada (if this is selected then do NOT select the states as well)",Study includes one case study point in the CRB and many others across the country or international,NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting, Water quantity",NA,NA,NA,No
5/24/2018 16:39:37,SH,Understanding Controls on Historical River Discharge in the World's Largest Drainage Basins,559,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,global,NA,NA,NA
7/4/2018 16:24:24,CC,Transient Future Climate over the Western United States Using a Regional Climate Model,560,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation, Mathematics",very course resolution focused on mathematical modeling GCM v RCM comparisons and California,NA,NA,No
5/10/2018 10:27:27,SH,Transient Future Climate over the Western United States Using a Regional Climate Model,560,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,"All in CRB U.S. (if this is selected then do NOT select the states as well), All Idaho, All Washington, All Oregon, All Montana, All Wyoming",NA,NA,Meteorology and Climatology,"Temperature, Precipitation, Climate Oscilations (ENSO, PDO)",NA,NA,NA,No
5/23/2018 7:02:46,AM,"Long-Duration Drought Variability and Impacts on Ecosystem Services: A Case Study from Glacier National Park, Montana",561,Impacts,No,No,"Alpine/tundra, Forest: temperate","1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s),"Glacier National Park; 48.6587828,-114.4076579",NA,Ecology,"Temperature, Precipitation, Glaciers, Water quality, Water quantity, Forest Ecology, Dendrochronology, Ecosystem services",NA,NA,NA,Yes
5/9/2018 17:02:45,MF,"Long-Duration Drought Variability and Impacts on Ecosystem Services: A Case Study from Glacier National Park, Montana",561,Impacts,No,Yes,"Alpine/tundra, Forest: temperate","1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s),"Glacier National Park, Montana, 48.6602627,-114.1260342",NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO), Wildfire, Dendrochronology, ecosystem services",NA,NA,NA,Yes
7/9/2018 12:13:19,CC,Effects of climate change on snowmelt runoff patterns.,562,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/18/2018 12:26:34,PE,Effects of climate change on snowmelt runoff patterns.,562,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/2018 14:16:56,SH,Effects of climate change on snowmelt runoff patterns.,562,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/9/2018 13:19:37,AM,The Greater Yellowstone ecosystem.,563,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/2018 12:49:11,AM,The Greater Yellowstone ecosystem.,563,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appears to just be an introduction to a special section of Cons Bio.,NA,NA,NA
5/25/2018 11:50:17,SH,"The effect of observation time and sampling frequency on mean daily maximum, minimum and average temperature.",564,Impacts,No,Yes,Forest: temperate,Point or plot scale,"0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)","48.5570501,-118.055419",NA,"Hydrology, Forestry","Temperature, Precipitation, Forest Ecology, Soils",NA,NA,NA,Yes
5/10/2018 16:55:14,MF,"The effect of observation time and sampling frequency on mean daily maximum, minimum and average temperature.",564,Impacts,No,No,N/A (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2","0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)","Reynolds Creek Experimental Watershed; 43.238183,-116.8531838",NA,Meteorology and Climatology,Temperature,NA,NA,NA,No
6/6/2018 16:16:56,MF,Areal extent of seasonal snow cover in a changed climate.,565,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),1-100 km2 (HUC 12 is 100 km2),Columbia (Canada),"Illecillewaet River BC; 50.9865654,-118.1955959",NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Streamflow/stream forecasting, Water quantity",NA,NA,NA,NA
5/24/2018 16:42:45,SH,Areal extent of seasonal snow cover in a changed climate.,565,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),1-100 km2 (HUC 12 is 100 km2),Okanagan (Canada),"50.9865884,-120.4193835",NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Streamflow/stream forecasting",NA,NA,NA,No
7/4/2018 15:56:27,CC,Transferring soils from high- to low-elevation forests increases nitrogen cycling rates: climate change implications.,566,Impacts,No,No,Forest: temperate,"100 km2 - 1,500 km2",0900 - Willamette (HJ Andrews Experimental Forest),"HJ Andrews; 44.211593, -122.256158",NA,Forestry,"Temperature, Precipitation, Forest Ecology, Soils, Carbon Cycle, Nitrogen Cycle",NA,NA,NA,Yes
5/10/2018 10:34:03,SH,Transferring soils from high- to low-elevation forests increases nitrogen cycling rates: climate change implications.,566,Impacts,Yes,Yes,Forest: temperate,Point or plot scale,0900 - Willamette (HJ Andrews Experimental Forest),"44°149N, 122°119W",NA,"Meteorology and Climatology, Forestry, Environmental chemistry and toxicology","Temperature, Precipitation, Soils, Carbon Emissions",NA,NA,NA,NA
6/19/2018 17:05:05,PE,Potential climate change impacts on mountain watersheds in the Pacific Northwest.,567,Impacts,Yes,No,Freshwater: streams and rivers,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0300 - Yakima,"47.389308,-122.2365031",NA,Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Management",NA,NA,NA,No
6/11/2018 14:20:44,SH,Potential climate change impacts on mountain watersheds in the Pacific Northwest.,567,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2","0101 - Kootenai, 0300 - Yakima","46.9713424,-121.2771215; 48°35′N 113°55′W",NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting",NA,NA,NA,No
7/9/2018 12:17:53,CC,The effect of climate change on floods in British Columbia.,568,Impacts,No,Yes,"Alpine/tundra, Forest: temperate, Freshwater: streams and rivers","25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",Kooteney (Canada),"Selkirk Mountains BC; 49.880489, -117.561393",NA,Hydrology,"Temperature, Precipitation, Streamflow/stream forecasting, Water quantity",NA,interesting older study related to quantitative cc impacts,NA,No
5/8/2018 17:04:30,AM,The effect of climate change on floods in British Columbia.,568,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/12/2018 16:42:25,sh,the effect of climate change on floods in british columbia.,568,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),1-100 km2 (HUC 12 is 100 km2),Kooteney (Canada),"51.266116,-117.495281",NA,"Meteorology and Climatology, Hydrology","Precipitation, Glaciers, Streamflow/stream forecasting",NA,NA,NA,No
5/25/2018 11:52:32,SH,Pacific Northwest regional assessment: the impacts of climate variability and climate change on the water resources of the Columbia River Basin.,569,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting, Water quantity, Management",NA,NA,NA,No
5/10/2018 17:04:40,MF,Pacific Northwest regional assessment: the impacts of climate variability and climate change on the water resources of the Columbia River Basin.,569,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","All CRB, both US and Canada (if this is selected then do NOT select the states as well)",This study includes a case study map with more than 5 study locations over large extent,NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting, Water quantity, Aquatic habitat, Forest Ecology, Agriculture, Management",NA,NA,NA,No
7/5/2018 11:08:58,AM,"Are climate-tree growth relationships changing in North-Central Idaho, U.S.A.?",570,Impacts,No,Yes,Forest: temperate,1-100 km2 (HUC 12 is 100 km2),0602 - Salmon (includes Bitterroot Mt.s),NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Forest Ecology, Dendrochronology","Would be appropriate to have a point, but they don't provide enough info.",NA,NA,Yes
5/9/2018 12:59:21,MF,"Are climate-tree growth relationships changing in North-Central Idaho, U.S.A.?",570,Impacts,No,No,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0602 - Salmon (includes Bitterroot Mt.s),"Salmon River, 44.9186509,-116.4193603,362887",NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Snow, Timber production/Silviculture, Dendrochronology",NA,NA,NA,Yes
6/6/2018 16:22:17,MF,A comparison of delta change and downscaled GCM scenarios for three mountainous basins in the United States.,571,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",0300 - Yakima,"Benton County Washington; 46.2812592,-119.9693879",NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Streamflow/stream forecasting",NA,NA,NA,No
5/24/2018 16:45:30,SH,A comparison of delta change and downscaled GCM scenarios for three mountainous basins in the United States.,571,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),1-100 km2 (HUC 12 is 100 km2),0300 - Yakima,"47.1936149,-120.9668572",NA,"Meteorology and Climatology, Hydrology","Precipitation, Streamflow/stream forecasting",NA,NA,NA,No
6/8/2018 12:32:01,SH,Time-series analysis of  from tree rings. I. Time trends and autocorrelation.,572,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/2018 13:29:46,MF,Time-series analysis of  from tree rings. I. Time trends and autocorrelation.,572,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2018 16:08:22,PE,"Growth response of ponderosa pine (Pinus ponderosa) to climate in the eastern Cascade Mountains, Washington, U.S.A.: implications for climatic change.",573,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/9/2018 21:23:27,MF,"Growth response of ponderosa pine (Pinus ponderosa) to climate in the eastern Cascade Mountains, Washington, U.S.A.: implications for climatic change.",573,Impacts,No,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),This study includes a case study map with more than 5 study locations over large extent,NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Timber production/Silviculture, Dendrochronology",NA,NA,NA,Yes
7/12/2018 15:25:29,AM,"growth response of ponderosa pine (pinus ponderosa) to climate in the eastern cascade mountains, washington, u.s.a.: implications for climatic change.",573,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not sure how Meghan accessed this, but I don't have access (even on campus).",NA,NA,NA
7/4/2018 16:15:56,CC,Trends in temperature and precipitation in the Pacific Northwest during the twentieth century.,574,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation",NA,NA,NA,No
