Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it most address climate change impacts, adaptation, or mitigation? If the answer is ""None of these"", leave the rest of the answers blank.","If this paper addresses impacts then select the type of impact. If not, skip the question.","What is the spatial resolution of data in this paper? (i.e., minimum unit of observation)",What is the spatial extent of data in this paper? ,"Where was the study conducted? Please copy-paste coordinates of your best approximation of the study location in google maps. If you click something besides ""other"", then no need to fill out HUCs.",In what biome(s) is this research conducted? ,"If the paper has a smaller spatial extent than the Pacific Northwest, what HUC 6 watersheds was the study in? (Select watershed if in Canada; leave out the starting ""17"").",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address? ,List concerns or uncertainty when coding this paper. ,Copy and paste or summarize content related to our research questions. ,Copy and paste or summarize content related to research in mountainous environments. 
2/13/2018 7:18:14,CMC,An Assessment of Methods and Remote-Sensing Derived Covariates for Regional Predictions of 1 km Daily Maximum Air Temperature,172,Impacts,Observed impacts,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",>1km2 - 10km2 (city of Moscow is 2.6 km2),Oregon,"Alpine/tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert","0200 - Upper Columbia, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0900 - Willamette","Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Geography,"Temperature, Precipitation, Interpolation Methods","Great paper, so clearly a geography paper. ",Global Historical Climatology Network assembled by the National Oceanic and Atmospheric Administration  ,
1/22/2018 11:48:45,DH,An Assessment of Methods and Remote-Sensing Derived Covariates for Regional Predictions of 1 km Daily Maximum Air Temperature,172,Model building,Climate change implications,900m2 - 1km2,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Oregon,"Alpine/tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert, Freshwater: ponds and lakes, Freshwater: wetlands, Freshwater: streams and rivers","0200 - Upper Columbia, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette","Gridded or polygons, model building",Meteorology and Climatology,"Temperature, Precipitation, Snow, Agriculture",Seriously don't think this should be added into our corpus.its about how to make models and uses Oregon as an example. Not what were looking for. ,,
2/13/2018 7:32:55,CMC,Behavior and nutritional condition buffer a large-bodied endotherm against direct and indirect effects of climate,173,Impacts,Climate change implications,Point or plot scale,100 km2 - 500 km2 (HUC 12 is 100 km2),"Starkey; 45.130, -118.31 and  INL; 43.400, -112.410 ","Forest: temperate, Desert: semi-arid desert","0402 - Upper Snake, 0502 - Middle Snake - Powder","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Biology,"Temperature, Precipitation, Terrestrial wildlife, Range Shifts, thermoregulation",Comparative study of two distinct sites in the CRB,,
1/26/2018 14:57:18,MF,Behavior and nutritional condition buffer a large-bodied endotherm against direct and indirect effects of climate,173,Impacts,"Observed impacts, Climate change implications",Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"45.2331994,-118.5598274, 43.585879,-112.9644105","Alpine/tundra, Grassland: temperate, Forest: temperate","0402 - Upper Snake, 0601 - Lower Snake","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Ecology,"Temperature, Terrestrial wildlife, Animal behavior",,,
2/1/2018 20:58:17,CMC,Idiosyncratic responses of grizzly bear habitat to climate change based on projected food resource changes,174,Impacts,Climate change implications,"Point or plot scale, 1-900 m2 (1-30m; Landsat size or smaller)","25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","British Columbia, National Parks with grizzlies: Banff, Kootenai, Jasper, Yoho","Forest: temperate, Forest: boreal (N of 50 degrees)","Kooteney (Canada), Columbia (Canada)","Gridded or polygons, Point data NOT collected specifically for this study",Ecology,"Temperature, Precipitation, Terrestrial wildlife, Range Shifts",,,
2/13/2018 7:42:03,CMC,"Evidence of Climate-Induced Range Contractions in Bull Trout Salvelinus conflentus in a Rocky Mountain Watershed, U.S.A.",175,***might be out of the basin,Observed impacts,Point or plot scale,500 km2 - 1500 km2 (HUC 10 is 587 km2),"45.825158, -113.981747",Freshwater: streams and rivers,,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Biology,"Temperature, Precipitation, Streamflow/stream forecasting, Non-anadromous fish, Aquatic habitat","****I think this study might be just out of the basin. Our objective was to compare site-scale abandonment and colonization probabilities to determine whether they differed and if they were associated with landscape features such as wildfire occurrence and severity, habitat attributes including gradient, width, large wood, temperature, and elevation, and biotic variables such as proximity to strongholds of migratory adults and brook trout presence.","The northern Rocky Mountains, U.S.A. is undergoing climatemediated shifts e.g., reduced annual snowpack, earlier annual peak snowmelt, and winter precipitation switching from snow to rain, that are contributing to changes in hydrologic and thermal regimes [12], [13], [14]. Summer water temperatures have increased up to 0.3uC/decade [15] and summer base flows are declining [16]. ",
2/1/2018 12:45:04,PE,"Evidence of Climate-Induced Range Contractions in Bull Trout Salvelinus confluentus in a Rocky Mountain Watershed, USA",175,Impacts,Climate change implications,Point or plot scale,500 km2 - 1500 km2 (HUC 10 is 587 km2),"46.3882373,-114.2208225",Freshwater: streams and rivers,0102 - Pend Oreille,Point data collected specifically for this study,Biology,"Temperature, Snow, Water quality, Non-anadromous fish, Aquatic habitat, Range Shifts",,,
1/18/2018 13:35:35,AM,"Hydrologic landscape classification evaluates streamflow vulnerability to climate change in Oregon, USA",176,Impacts,Projected impacts,900m2 - 1km2,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Oregon,"Grassland: temperate, Forest: temperate, Freshwater: streams and rivers","0200 - Upper Columbia, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0900 - Willamette",Gridded or polygons,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting, Salmon, Aquatic habitat, Geology",,,
1/18/2018 16:36:25,CMC,"Hydrologic landscape classification evaluates streamflow vulnerability to climate change in Oregon, USA",176,Impacts,Projected impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Oregon, 44.985688, -119.304963; 44.721841, -123.926688; 45.411231, -122.268741",Freshwater: streams and rivers,"0200 - Upper Columbia, 0702 - John Day, 0703 - Deschutes","Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Hydrology,"Temperature, Precipitation, Streamflow/stream forecasting, landscape",3 study points in Oregon,"For example, expenditures associated
with river and stream restoration in the US exceed
USD 1 billion annually (Bernhardt et al., 2005); with costs
associated with the recovery of Pacific salmon in the Snake
River basin alone projected to exceed USD 300 million annually
(Huppert, 1999). ---Maybe relevant intro. Also crazy that a 2014 paper cites 1999 dollars. Also maybe relevant: As a result, effort and additional analysis
is often required to place the climate information in the context
of the management endpoints of concern and other critical
aspects of the particular decision or management need
(Johnson and Weaver, 2009). ",
1/16/2018 11:43:27,DH,Disturbance Regimes and Stressors,177,Impacts,Projected impacts,Point or plot scale,Western US and/or Western US plus Canada,Western United States,"Alpine tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert, Freshwater: ponds and lakes, Freshwater: wetlands, Freshwater: streams and rivers",,Cant access paper,Ecology,"Temperature, Precipitation, Snow, Glaciers, River geomorphology and restoration, Groundwater, Water quality, Water quantity, Terrestrial wildlife, Species Invasion, Pests and disease, Range Shifts, Wildfire, Timber production/Silviculture, Forest Ecology, Soils, Policy, Management",CANT ACCESS PAPER BUT TRIED THE BEST I COULD FROM THE ABSTRACT....,,
2/13/2018 8:49:55,CMC,"Determinants of moth diversity and community in a temperate mountain landscape: vegetation, topography, and seasonality ",178,Impacts,Climate change implications,Point or plot scale,100 km2 - 500 km2 (HUC 12 is 100 km2),"44.230320, -122.179438","Alpine/tundra, Forest: temperate",0900 - Willamette,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Biology,"Temperature, Precipitation, Terrestrial wildlife, Range Shifts, Forest Ecology",,,"High-elevation communities are threatened by contraction of montane meadows and climate change which, given the variability in high-elevation communities, could severely impact the biological diversity of the western Cascades landscape"
1/22/2018 11:57:56,DH,"Determinants of moth diversity and community in a temperate mountain landscape: vegetation, topography, and seasonality",178,Impacts,"Observed impacts, Climate change implications",Point or plot scale,>10km2 - 100km2 (smaller than HUC 12),"44.3866281,-123.2802311",Forest: temperate,0703 - Deschutes,Point data collected specifically for this study,Ecology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Range Shifts, Forest Ecology, Management",,,
2/13/2018 8:53:57,CMC,The Uneven Response of Different Snow Measures to Human-Induced Climate Warming,179,Impacts,Climate change implications,1/8x1/8 degree over the western us,Western US and/or Western US plus Canada,Western United States,,,Gridded or polygons,Meteorology and Climatology,"Temperature, Precipitation, Wind",,Relevant broad overview for our work as it is focused on mountain climate across the western US," we regionally average the snow data into the eight mountain ranges shown in Fig. 1. In mountainous regions, different locations can have very different climatological snow accumulation"
1/26/2018 15:02:29,MF,The Uneven Response of Different Snow Measures to Human-Induced Climate Warming,179,Impacts,Observed impacts,1-900 m2 (1-30m; Landsat size or smaller),Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Forest: temperate",,Gridded or polygons,Hydrology,"Temperature, Precipitation, Snow, Water quantity",,,
1/6/2018 12:31:14,MF,Tree species selection revisited for plantations in the Interior Cedar Hemlock zone of southern British Columbia,180,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,Forest: temperate,Okanagan (Canada),Point data collected specifically for this study,Forestry,"Pests and disease, Range Shifts, Timber production/Silviculture, Forest Ecology, Management",,,
2/3/2018 19:55:06,PE,Tree species selection revisited for plantations in the Interior Cedar Hemlock zone of southern British Columbia,180,Mitigation,"Projected impacts, Observed impacts",Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","52.5508952,-125.791183",,Columbia (Canada),Point data collected specifically for this study,Forestry,"Pests and disease, Range Shifts, Forest Ecology, Management",,,
2/1/2018 21:06:31,CMC,Influence of spatial temperature estimation method in ecohydrologic modeling in the Western Oregon Cascades,181,Impacts,Climate change implications,Point or plot scale,>10km2 - 100km2 (smaller than HUC 12),HJ Andrews EF,Forest: temperate,0900 - Willamette,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Geography,"Streamflow/stream forecasting, Forest Ecology",,,"We have shown that how we interpolate temperature in a mountain environment dominated by a rain-snow transition zone signiﬁcantly inﬂuences our estimates of the timing of key hydrologic and ecosystem processes. Spatial and temporal variation in climate forcing is difﬁcult to capture in mountainous terrain due to the high spatial heterogeneity coupled with sparse meteorologic instrumentation [Running et al., 1987; Chen et al., 1999; Minder et al., 2010]"
2/13/2018 8:59:19,CMC,"Climate change or climate cycles? Snowpack trends in the Olympic and Cascade Mountains, Washington, USA",182,Impacts,Observed impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Washington, Oregon","Alpine/tundra, Forest: temperate","0200 - Upper Columbia, 0701 - Middle Columbia, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette","Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Meteorology and Climatology,"Temperature, Precipitation, Snow"," We used intervention analysis to determine whether snow water equivalent (SWE) in 25 long-term snow courses within the Olympic and Cascade
Mountains are more accurately described by OLS (to represent gradual change), stationary (to represent no change), or step-stationary (to represent climate cycling) models.","There are 95 official NRCS snow courses in Washington; 25 of these are located in the western side of the state (i.e., the Olympic or Cascade Mountains) that have been sampled annually for the 1 April reporting date for at least 40 years and have a period of record that extends at least up until the mid-2000s or later. Mostly outside of basin. ",
