Timestamp,name,title,paper_id,"Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation?","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,Select at least one option every time. Which HUC 6 watershed(s) did the study take place?,"Enter place name and GPS points if they are easily identifiable (e.g., study includes point data).",What discipline(s) does this study address?,What topic(s) does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
5/25/2018 9:58:56,sh,controls on the temporal and spatial variability of soil moisture in a mountainous landscape: the signature of snow and complex terrain.,591,impacts,no,no,"forest: temperate, desert: semi-arid desert",1-100 km2 (huc 12 is 100 km2),"0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","dry creek experimental watershed; 43.7302536,-116.8469864",hydrology,"temperature, precipitation, snow, water quantity, soils",NA,NA,NA,yes
6/7/2018 15:01:20,mf,controls on the temporal and spatial variability of soil moisture in a mountainous landscape: the signature of snow and complex terrain.,591,impacts,no,no,"forest: temperate, desert: semi-arid desert",1-100 km2 (huc 12 is 100 km2),"0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","dry creek experimental watershed; 43.7302536,-116.8469864",hydrology,"temperature, precipitation, snow, water quantity, soils",NA,NA,NA,yes
5/15/2018 13:36:31,mf,"changes in patterns of streamflow from unregulated watersheds in idaho, western wyoming, and northern nevada.",593,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0401 - snake headwaters (yellowstone np and tetons np), all idaho",na/not appropriate for point data,hydrology,"precipitation, streamflow/stream forecasting, water quantity, sustainability",NA,NA,NA,no
6/8/2018 12:35:09,sh,"changes in patterns of streamflow from unregulated watersheds in idaho, western wyoming, and northern nevada.",593,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0401 - snake headwaters (yellowstone np and tetons np), all idaho",na/not appropriate for point data,hydrology,"precipitation, streamflow/stream forecasting, water quantity, sustainability",NA,NA,NA,no
6/11/2018 14:28:22,sh,forest health and climate change: a british columbia perspective.,594,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,forestry,"temperature, precipitation, snow, water quantity, species invasion, pests and disease, species range shifts, entomology, forest ecology, soils, policy, management, natural disasters",NA,NA,NA,no
6/18/2018 12:56:39,pe,forest health and climate change: a british columbia perspective.,594,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,forestry,"temperature, precipitation, snow, water quantity, species invasion, pests and disease, species range shifts, entomology, forest ecology, soils, policy, management, natural disasters",NA,NA,NA,no
4/30/2018 13:15:47,am,decline of planted lodgepole pine in the southern interior of british columbia.,595,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",all in crb canada,"this study includes a case study map with more than 5 study locations over large extent, na/not appropriate for point data",forestry,"temperature, precipitation, species range shifts, forest ecology, pests and disease, timber production/silviculture, management",NA,NA,NA,yes
5/4/2018 17:20:59,sh,decline of planted lodgepole pine in the southern interior of british columbia.,595,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",all in crb canada,this study includes a case study map with more than 5 study locations over large extent,forestry,"temperature, precipitation, species range shifts, forest ecology, pests and disease, timber production/silviculture, management",NA,NA,NA,yes
5/10/2018 17:15:45,mf,striving for sustainability and resilience in the face of unprecedented change: the case of the mountain pine beetle outbreak in british columbia.,596,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,forestry,"pests and disease, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
5/25/2018 11:59:47,sh,striving for sustainability and resilience in the face of unprecedented change: the case of the mountain pine beetle outbreak in british columbia.,596,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,forestry,"pests and disease, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
5/10/2018 12:22:53,sh,climatic variability regulates the occurrence and extent of large fires in the subalpine forests of the canadian rockies.,598,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0101 - kootenai, kooteney (canada)",na/not appropriate for point data,ecology,"temperature, precipitation, climate oscilations (enso, pdo), wildfire",not totally sure this is about climate change.,NA,NA,no
7/4/2018 16:13:19,cc,climatic variability regulates the occurrence and extent of large fires in the subalpine forests of the canadian rockies.,598,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0101 - kootenai, kooteney (canada)",na/not appropriate for point data,ecology,"temperature, precipitation, climate oscilations (enso, pdo), wildfire",NA,NA,NA,no
6/18/2018 13:12:13,pe,global weirding in british columbia: climate change and the habitat of terrestrial vertebrates.,599,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,ecology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity, salmon/anadromous fish, aquatic habitat, terrestrial wildlife, species range shifts, policy, management",NA,NA,NA,no
6/11/2018 14:36:01,sh,global weirding in british columbia: climate change and the habitat of terrestrial vertebrates.,599,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,ecology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity, salmon/anadromous fish, aquatic habitat, terrestrial wildlife, species range shifts, policy, management",NA,NA,NA,no
4/30/2018 13:22:27,am,standardized occupancy maps for selected wildlife in central british columbia.,600,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate","larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,ecology,"temperature, precipitation, snow, terrestrial wildlife, pests and disease, species range shifts, forest ecology, policy, management",NA,"figure 1 is sort of an interesting conceptual model of species occurrence probability; we could point to it as a strategy for interdisciplinary synthesis, or consider trying to develop something similar.",NA,no
5/6/2018 10:26:29,sh,standardized occupancy maps for selected wildlife in central british columbia.,600,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate","larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,ecology,"temperature, precipitation, snow, terrestrial wildlife, pests and disease, species range shifts, forest ecology, policy, management",NA,NA,NA,no
5/25/2018 11:12:10,sh,climate change and western public lands: a survey of u.s. federal land managers on the status of adaptation efforts.,602,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all wyoming,na/not appropriate for point data,policy or management,"attitudes and beliefs, policy, management, public lands",NA,NA,NA,yes
6/7/2018 15:10:53,mf,climate change and western public lands: a survey of u.s. federal land managers on the status of adaptation efforts.,602,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all wyoming,na/not appropriate for point data,policy or management,"attitudes and beliefs, policy, management, public lands",NA,NA,NA,yes
5/10/2018 12:34:33,sh,"sensitivity of berry productivity to climatic variation in the cabinet-yaak grizzly bear recovery zone, northwest united states, 1989-2010.",603,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0101 - kootenai,"cabinet–yaak grizzly bear recovery zone; 48.829387, -115.502666",ecology,"temperature, precipitation, terrestrial wildlife, forest ecology, species range shifts",NA,NA,NA,yes
7/4/2018 16:20:14,cc,"sensitivity of berry productivity to climatic variation in the cabinet-yaak grizzly bear recovery zone, northwest united states, 1989-2010.",603,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0101 - kootenai,"cabinet–yaak grizzly bear recovery zone; 48.829387, -115.502666",ecology,"temperature, precipitation, terrestrial wildlife, forest ecology, species range shifts",NA,NA,NA,yes
6/11/2018 14:39:19,sh,wood microsites at timberline-alpine meadow borders: implications for conifer seedling regeneration and alpine meadow conifer invasion.,604,impacts,no,no,"grassland: temperate, forest: temperate, alpine/tundra","100 km2 - 1,500 km2",0200 - upper columbia,na/not appropriate for point data,policy or management,"temperature, precipitation, snow, water quantity, species invasion, wildfire, species range shifts, forest ecology, soils, management",NA,NA,NA,yes
6/18/2018 13:22:37,pe,wood microsites at timberline-alpine meadow borders: implications for conifer seedling regeneration and alpine meadow conifer invasion.,604,impacts,no,no,"grassland: temperate, forest: temperate, alpine/tundra","100 km2 - 1,500 km2",0200 - upper columbia,na/not appropriate for point data,policy or management,"temperature, precipitation, snow, water quantity, species invasion, wildfire, species range shifts, forest ecology, soils, management",NA,NA,NA,yes
4/30/2018 13:38:30,am,biodiversity indicators show climate change will alter vegetation in parks and protected areas.,605,impacts,yes,no,"alpine/tundra, forest: temperate","pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,study includes one case study point in the crb and many others across the country or international,ecology,"temperature, precipitation, forest ecology, terrestrial wildlife",NA,NA,NA,no
5/6/2018 10:34:00,sh,biodiversity indicators show climate change will alter vegetation in parks and protected areas.,605,impacts,yes,no,"alpine/tundra, forest: temperate","pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,study includes one case study point in the crb and many others across the country or international,ecology,"temperature, precipitation, forest ecology, terrestrial wildlife",NA,NA,NA,no
6/8/2018 6:58:08,sh,restoring salmon habitat for a changing climate,606,adaptation,yes,no,freshwater: streams and rivers,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, salmon/anadromous fish, policy, management",NA,NA,NA,no
5/10/2018 17:22:03,mf,restoring salmon habitat for a changing climate.,606,adaptation,yes,no,freshwater: streams and rivers,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, salmon/anadromous fish, policy, management",NA,NA,NA,no
