reviewer,title,paper_id,inclusion_IAM,impacts,resolution,extent,location,biome,huc6,data_type,discipline,topic,concerns,notes1,notes2
CMC,Climate and weather inﬂuences on spatial temporal patterns of mountain pine beetle populations in Washington and Oregon,184,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Washington, Oregon",Forest: temperate,"0103 - Spokane, 0200 - Upper Columbia, 0300 - Yakima, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette",Points in an observation network (e.g. SNOTEL),Ecology,"Temperature, Precipitation, Pests and disease, Range Shifts, Timber production/Silviculture, Forest Ecology, Management","This study used the observed number of trees killed by mountain pine beetles per square kilometer in Oregon and Washington, USA, over the past three decades to quantify and assess the inﬂuence of climate and weather variables on beetle activity over longer time periods and larger scales than previously studied.","Despite these and other studies, our understanding of the relative importance of the three primary climate drivers discussed above (adaptive seasonality, winter mortality, drought stress on hosts) on mountain pine beetle outbreaks is limited",NA
AM,Projecting future distributions of ecosystem climate niches: Uncertainties and management applications,185,Impacts,"Projected impacts, Climate change implications",1-900 m2 (1-30m; Landsat size or smaller),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",British Columbia,"Alpine/tundra, Grassland: temperate, Forest: temperate, Forest: boreal (N of 50 degrees), Freshwater: ponds and lakes, Freshwater: wetlands, Freshwater: streams and rivers",All in CRB Canada,Gridded or polygons,Forestry,"Temperature, Precipitation, Snow, Glaciers, Streamflow/stream forecasting, Terrestrial wildlife, Range Shifts, Timber production/Silviculture, Community resilience (human), Attitudes and Beliefs, Policy, Management",NA,NA,NA
DH,Projecting future distributions of ecosystem climate niches: Uncertainties and management applications,185,Impacts,"Projected impacts, Climate change implications",1-900 m2 (1-30m; Landsat size or smaller),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",British Columbia,"Alpine/tundra, Grassland: temperate, Forest: temperate, Forest: boreal (N of 50 degrees), Freshwater: ponds and lakes, Freshwater: wetlands, Freshwater: streams and rivers",All in CRB Canada,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Forestry,"Temperature, Precipitation, Snow, Glaciers, Streamflow/stream forecasting, Terrestrial wildlife, Range Shifts, Timber production/Silviculture, Community resilience (human), Attitudes and Beliefs, Policy, Management",NA,NA,NA
CMC,Climate Effects on Red Alder Growth in the Pacific Northwest of North America,186,Impacts,Climate change implications; Projected impacts,Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","Washington, Oregon",Forest: temperate,"0200 - Upper Columbia, 0300 - Yakima, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette","Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study, GCMs",Ecology,"Temperature, Precipitation, Snow, Range Shifts, Timber production/Silviculture, Forest Ecology, Management",NA,NA,NA
MF,Climate effects on red alder growth in the Pacific Northwest of North America,186,Impacts,Climate change implications; Projected impacts,Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",NA,Forest: temperate,"0200 - Upper Columbia, 0300 - Yakima, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette","Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study, GCMs",Ecology,"Temperature, Precipitation, Snow, Range Shifts, Timber production/Silviculture, Forest Ecology, Management",NA,NA,NA
AM,Spatial genetic structure of the mountain pine beetle (Dendroctonus ponderosae) outbreak in western Canada: historical patterns and contemporary dispersal,187,Impacts,Observed impacts,Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",British Columbia,Forest: temperate,All in CRB Canada,Point data collected specifically for this study,Ecology,"Temperature, Precipitation,Pests and disease, Timber production/Silviculture, Forest Ecology, Genetic diversity, Range Shifts",NA,NA,NA
CMC,Spatial genetic structure of the mountain pine beetle (Dendroctonus ponderosae) outbreak in western Canada: historical patterns and contemporary dispersal,187,Impacts,Observed impacts,Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",British Columbia,Forest: temperate,All in CRB Canada,Point data collected specifically for this study,Ecology,"Temperature, Precipitation,Pests and disease, Timber production/Silviculture, Forest Ecology, Genetic diversity, Range Shifts",NA,NA,NA
CMC,"Climate change impacts on spatial patterns in drought risk in the Willamette River Basin, Oregon, USA",188,Impacts,"Observed impacts, Climate change implications",Point or plot scale,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","44.6868438,-123.0416929",N/A (not biome specific or all biomes - see codebook),0900 - Willamette,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Meteorology and Climatology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Agriculture","Will climate change affect drought frequency in the WRB, and which regions are most vulnerable to these changes?; (2) Are there any persistent spatial patterns of drought risk that are evident under different GCMs, GHG emission scenarios, and drought indices?; (3) What is responsible for the disagreement in spatial patterns of drought?",NA,NA
PE,"Climate change impacts on spatial patterns in drought risk in the Willamette River Basin, Oregon, USA",188,Impacts,"Observed impacts, Climate change implications",>1km2 - 10km2 (city of Moscow is 2.6 km2),"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","44.6868438,-123.0416929",N/A (not biome specific or all biomes - see codebook),0900 - Willamette,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Meteorology and Climatology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Agriculture",NA,NA,NA
AM,What explains landscape patterns of tree mortality caused by bark beetle outbreaks in Greater Yellowstone?,189,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","44.644303,-110.8598077",Forest: temperate,0401 - Snake headwaters,"Gridded or polygons, Point data collected specifically for this study",Ecology,"Pests and disease, Timber production/Silviculture, Forest Ecology, Soils, Topography",NA,NA,NA
CMC,What explains landscape patterns of tree mortality caused by bark beetle outbreaks in Greater Yellowstone?geb_710 55,189,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Greater Yellowstone Ecosystem,Forest: temperate,0401 - Snake headwaters,"Gridded or polygons, Point data collected specifically for this study",Ecology,"Pests and disease, Timber production/Silviculture, Forest Ecology, Soils, Topography",NA,"At subcontinental and multi-decadal scales, recurrence of beetle outbreaks is mainly driven by climate,forest structure, tree physiology and their interactions 557",NA
CMC,"Simulating the effects of climate change on population connectivity of American marten (Martes americana) in the northern Rocky Mountains, USA",190,Impacts,Projected impacts,Point or plot scale,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","The study area includes approximately 5500 km2 in northern Idaho, northeastern Washington and northwestern Montana, as well as southern British Columbia",Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, Kooteney (Canada)",Gridded,Biology,"Temperature, Precipitation, Snow, Terrestrial wildlife, Range Shifts, Forest Ecology","The goal of this study is to predict the effects of future climate change on population connectivity and genetic characteristics of an American marten population in the U.S. northern Rocky Mountains. We evaluate: (1) changes in the extent, connectivity and pattern of marten habitat, (2) changes in allelic richness and expected heterozygosity, and (3) changes in the range of signiﬁcant positive genetic correlation within the northern Idaho marten population under each future scenario.",There has been a proliferation in research about the potential effects of climate change on range shifts and population connectivity,"Wasserman et al. (2010) found that gene ﬂow in American marten in northern Idaho is primarily related to elevation, and that alternative hypotheses involving isolation by distance, geographical barriers, effects of canopy closure, roads, tree size class and an empirical habitat model are not supported"
DH,"Simulating the effects of climate change on population connectivity of American marten (Martes americana) in the northern Rocky Mountains, USA",190,Impacts,Projected impacts,Point or plot scale,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","48.5552675,-116.7737092",Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, Kooteney (Canada)",Gridded,Biology,"Temperature, Precipitation, Snow, Terrestrial wildlife, Range Shifts, Forest Ecology",really not too sure about the type of data used. this is a little out of my wheelhouse,NA,NA
AM,"Root architecture of riparian trees: river cut-banks provide natural hydraulic excavation, revealing that cottonwoods are facultative phreatophytes",191,Impacts,Climate change implications,Point or plot scale,"100 km2 - 1,500 km2","49.56166667, -114.98583333",Forest: temperate,Kooteney (Canada),Point data collected specifically for this study,Ecology,"Temperature, Precipitation, Streamflow/stream forecasting, Groundwater, Water quantity, Forest Ecology, Riparian forest",A little unsure about extent; only one point in CRB but quite a few outside used for comparison.,NA,NA
SH,"Root architecture of riparian trees: river cut-banks provide natural hydraulic excavation, revealing that cottonwoods are facultative phreatophytes",191,Impacts,Climate change implications,Point or plot scale,"100 km2 - 1,500 km2","49.5070144,-116.1763797",Forest: temperate,Kooteney (Canada),Point data collected specifically for this study,Ecology,"Temperature, Precipitation, Streamflow/stream forecasting, Groundwater, Water quantity, Forest Ecology, Riparian forest",NA,NA,NA
MF,Mesoscale Temperature Patterns in the Rocky Mountains and Foothills Region of Southern Alberta,192,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,On west side of continental divide,NA,NA
SH,Mesoscale Temperature Patterns in the Rocky Mountains and Foothills Region of Southern Alberta,192,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,East of the Rocky Mountain Divide in Alberta,NA,NA
CMC,Seasonal versus transient snow and the elevation dependence of climate sensitivity in maritime mountainous regions,193,Impacts,Observed impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Washington, Oregon",N/A (not biome specific or all biomes - see codebook),0900 - Willamette,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Geography,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Seasonal Differences","Mostly west of the Cascades. The 29 study watersheds, showing the distribution of rain‐, transient snow‐, and seasonal snow‐dominated zones, delineated from SNOTEL and literature‐based values","In maritime mountainous regions, the phase of winter precipitation is elevation dependent, and in watersheds receiving both rain and snow, hydrologic impacts of climate change are less straightforward than in snowmelt‐dominated systems.","Here, 29 Pacific Northwest watersheds illustrate how distribution of seasonal snow, transient snow, and winter rain mediates sensitivity to 20th century warming. Watersheds with >50% of their area in the seasonal snow zone had significant (a ≤ 0.1) trends towards greater winter and lower summer discharge, while lower elevations had no consistent trends."
