reviewer,title,paper_id,inclusion_IAM,projected,observed,biome,extent,huc6,location,discipline,topic,concerns,notes1,notes2,new_data
cc,climate change and stream temperature projections in the columbia river basin: habitat implications of spatial variation in hydrologic drivers.,608,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, groundwater, water quality, water quantity, salmon/anadromous fish, non-anadromous fish, aquatic habitat",NA,stream temperature changes from cc throughout the entire crb,NA,no
pe,climate-moderated responses to wildfire by macroinvertebrates and basal food resources in montane wilderness streams.,609,impacts,no,no,"forest: temperate, freshwater: streams and rivers","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0602 - salmon (includes bitterroot mt.s),"45.1271301,-115.341789",ecology,"temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, aquatic habitat, salmon/anadromous fish, non-anadromous fish, entomology,wildfire, management",NA,NA,NA,yes
sh,climate-moderated responses to wildfire by macroinvertebrates and basal food resources in montane wilderness streams.,609,impacts,no,no,"forest: temperate, freshwater: streams and rivers","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0602 - salmon (includes bitterroot mt.s),"45.1271301,-115.341789",ecology,"temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, aquatic habitat, salmon/anadromous fish, non-anadromous fish, entomology,wildfire, management",NA,NA,NA,yes
am,genetic diversity is related to climatic variation and vulnerability in threatened bull trout.,610,impacts,yes,no,freshwater: streams and rivers,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0200 - upper columbia, 0300 - yakima, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0502 - middle snake - powder, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0701 - middle columbia, 0702 - john day, 0703 - deschutes",na/not appropriate for point data,"biology, ecology","temperature,  precipitation, non-anadromous fish, streamflow/stream forecasting, non-anadromous fish, aquatic habitat",NA,NA,NA,yes
sh,genetic diversity is related to climatic variation and vulnerability in threatened bull trout.,610,impacts,yes,no,freshwater: streams and rivers,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0200 - upper columbia, 0300 - yakima, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0502 - middle snake - powder, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0701 - middle columbia, 0702 - john day, 0703 - deschutes",na/not appropriate for point data,"biology, ecology","temperature,  precipitation, non-anadromous fish, streamflow/stream forecasting, non-anadromous fish, aquatic habitat",it was difficult to know which watersheds to include.,NA,NA,yes
sh,floodplain forest succession reveals fluvial processes: a hydrogeomorphic model for temperate riparian woodlands.,611,impacts,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), kooteney (canada)","kootenai river; 48.8246346,-115.7283573; kootenay r; 49.8033724,-118.7190788; elk river bc; 49.5289486,-117.2779186; flathead river; 49.1314331,-114.5112932","hydrology, ecology","precipitation, streamflow/stream forecasting,river geomorphology and restoration, water quality, aquatic habitat, forest ecology",NA,NA,NA,no
mf,floodplain forest succession reveals fluvial processes: a hydrogeomorphic model for temperate riparian woodlands.,611,impacts,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), kooteney (canada)","kootenai river; 48.8246346,-115.7283573; kootenay r; 49.8033724,-118.7190788; elk river bc; 49.5289486,-117.2779186; flathead river; 49.1314331,-114.5112932","hydrology, geology","precipitation, streamflow/stream forecasting,river geomorphology and restoration, water quality, aquatic habitat, forest ecology",NA,NA,NA,no
sh,"floristic similarity, diversity and endemism as indicators of refugia characteristics and needs in the west.",613,impacts,no,no,alpine/tundra,western us and/or western us plus canada,all basins in the rocky mountains (including canada),na/not appropriate for point data,ecology,"temperature, precipitation, management.species range shifts, soils, plants",NA,NA,NA,no
cc,"floristic similarity, diversity and endemism as indicators of refugia characteristics and needs in the west.",613,impacts,no,no,alpine/tundra,western us and/or western us plus canada,all basins in the rocky mountains (including canada),na/not appropriate for point data,ecology,"temperature, precipitation, management.species range shifts, soils, plants",NA,specific mountain biogeography study,NA,no
sh,the cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century.,614,adaptation,yes,yes,freshwater: streams and rivers,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,biology,"temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat, species invasion, species range shifts, management",NA,NA,NA,no
pe,the cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century.,614,adaptation,yes,yes,freshwater: streams and rivers,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,biology,"temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat, species invasion, species range shifts, management",NA,NA,NA,no
mf,"non-stationary temporal response of mountain hemlock growth to climatic variability in the north cascade range, washington, usa.",615,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0200 - upper columbia, 0300 - yakima","minotaur lake, 47.8463916,-121.0402807; easy pass washington, 48.5879035,-120.8050887","meteorology and climatology, forestry","temperature, precipitation, snow, climate oscilations (enso, pdo), water quantity, species range shifts, forest ecology, dendrochronology",NA,NA,NA,yes
pe,"non-stationary temporal response of mountain hemlock growth to climatic variability in the north cascade range, washington, usa.",615,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0200 - upper columbia, 0300 - yakima","minotaur lake, 47.8463916,-121.0402807; easy pass washington, 48.5879035,-120.8050887","meteorology and climatology, forestry","temperature, precipitation, snow, climate oscilations (enso, pdo), water quantity, species range shifts, forest ecology, dendrochronology",NA,NA,NA,yes
am,assessing the impacts of projected climate change on biodiversity in the protected areas of western north america.,616,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, terrestrial wildlife, snow, species range shifts, forest ecology, management",NA,NA,"protected areas expected to experience the least change are at low
elevations near the coast and throughout the coastal mountains, whereas areas expected to experience the
most change are found at higher elevations in the rocky mountains and great basin regions. the resulting
spatial variation in these impact measures underscores the importance of developing appropriate, locationspecific,
climate-adaptation strategies in response to disparate trends in future environmental change.",no
sh,assessing the impacts of projected climate change on biodiversity in the protected areas of western north america.,616,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, terrestrial wildlife, snow, species range shifts, forest ecology, management",NA,NA,NA,no
am,"linkages between hydrological drought, climate indices and human activities: a case study in the columbia river basin.",618,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,hydrology,"temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity, management",NA,NA,NA,no
mf,"linkages between hydrological drought, climate indices and human activities: a case study in the columbia river basin.",618,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,hydrology,"temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity, management",NA,NA,NA,no
